MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB6.4,117816,BAY482,TWQM,MAIN,VADEQ,ODU,CB6.4,6/12/2008,10:12:00,9,7,7,1,S ,D,S1,CHLA,,5.874,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,118401,BAY484,TWQM,MAIN,VADEQ,ODU,CB6.4,7/10/2008,9:13:00,9,,,1,S ,D,S1,CHLA,,8.4105,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,118667,BAY485,TWQM,MAIN,VADEQ,ODU,CB6.4,7/22/2008,16:27:00,9,5,7,1,S ,D,S1,CHLA,,7.8765,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,119142,BAY486,TWQM,MAIN,VADEQ,ODU,CB6.4,8/13/2008,10:03:00,9,7,7,1,S ,D,S1,CHLA,,8.08629,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,119704,BAY487,TWQM,MAIN,VADEQ,ODU,CB6.4,9/2/2008,10:41:00,9,3,3,1,S ,D,S1,CHLA,,4.806,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,50867,BAY565,TWQM,MAIN,VADEQ,ODU,CB6.4,11/28/2011,10:48:00,10,2,2,1,S ,D,S1,CHLA,,9.2916,UG/L,L01 ,ODU,,,,Sample collected approximately 15 minutes before above pycnocline sample collected.,37.23653,-76.20799,T3
CB6.4,51048,BAY566,TWQM,MAIN,VADEQ,ODU,CB6.4,12/13/2011,15:08:00,9,,,1,S ,D,S1,CHLA,,6.7284,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,51281,BAY568,TWQM,MAIN,VADEQ,ODU,CB6.4,1/10/2012,15:43:00,9,6,6,1,S ,D,S1,CHLA,,8.7576,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,51517,BAY570,TWQM,MAIN,VADEQ,ODU,CB6.4,2/15/2012,15:57:00,9,7,7,1,S ,D,S1,CHLA,,17.622,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,56066,BAY573,TWQM,MAIN,VADEQ,ODU,CB6.4,3/16/2012,13:24:00,9,3,5,1,S ,D,S1,CHLA,,13.2432,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,39956,BAY581,TWQM,MAIN,VADEQ,ODU,CB6.4,7/25/2012,16:10:00,10,,,1,S ,D,S1,CHLA,,22.88572,UG/L,L01 ,ODU,,,,Algal bloom noted North of this station.,37.23653,-76.20799,T3
CB6.4,40166,BAY582,TWQM,MAIN,VADEQ,ODU,CB6.4,8/8/2012,15:59:00,9,,,1,S ,D,S1,CHLA,,6.10286,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,40362,BAY583,TWQM,MAIN,VADEQ,ODU,CB6.4,8/22/2012,15:37:00,9,7,7,1,S ,D,S1,CHLA,,7.476,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,40666,BAY585,TWQM,MAIN,VADEQ,ODU,CB6.4,9/17/2012,12:23:00,11,2,2,1,S ,D,S1,CHLA,,3.8448,UG/L,L01 ,ODU,,,,Sample collected approximately 15 minutes before above pycnocline sample collected.,37.23653,-76.20799,T3
CB6.4,45294,BAY586,TWQM,MAIN,VADEQ,ODU,CB6.4,10/15/2012,12:10:00,10,,,1,S ,D,S1,CHLA,,3.738,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,45575,BAY588,TWQM,MAIN,VADEQ,ODU,CB6.4,11/12/2012,12:15:00,10,,,1,S ,D,S1,CHLA,,7.1556,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,45830,BAY590,TWQM,MAIN,VADEQ,ODU,CB6.4,12/10/2012,10:24:00,11,4,6,1,S ,D,S1,CHLA,,4.9128,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,46088,BAY593,TWQM,MAIN,VADEQ,ODU,CB6.4,1/16/2013,13:42:00,10,4,4,1,S ,D,S1,CHLA,,7.7964,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,29977,BAY594,TWQM,MAIN,VADEQ,ODU,CB6.4,2/14/2013,14:43:00,10,2,2,1,S ,D,S1,CHLA,,2.8836,UG/L,L01 ,ODU,,,,Sample collected approximately 20 minutes before above pycnocline sample collected.,37.23653,-76.20799,T3
CB6.4,30151,BAY597,TWQM,MAIN,VADEQ,ODU,CB6.4,3/20/2013,11:18:00,9,7,7,1,S ,D,S1,CHLA,,17.91867,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,30429,BAY598,TWQM,MAIN,VADEQ,ODU,CB6.4,4/16/2013,15:46:00,10,8,8,1,S ,D,S1,CHLA,,2.5632,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,30675,BAY600,TWQM,MAIN,VADEQ,ODU,CB6.4,5/14/2013,13:20:00,9,7,7,1,S ,D,S1,CHLA,,8.544,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,30806,BAY602,TWQM,MAIN,VADEQ,ODU,CB6.4,6/3/2013,11:43:00,9,4,4,1,S ,D,S1,CHLA,,7.93371,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,61699,BAY535,TWQM,MAIN,VADEQ,ODU,CB6.4,8/26/2010,17:07:00,9,6,6,1,S ,D,S1,CHLA,,9.2115,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,62125,BAY537,TWQM,MAIN,VADEQ,ODU,CB6.4,9/23/2010,9:40:00,9,2,2,1,S ,D,S1,CHLA,,5.4468,UG/L,L01 ,ODU,,,,Sample collected approximately 15 minutes before AP was collected.,37.23653,-76.20799,T3
CB6.4,62605,BAY539,TWQM,MAIN,VADEQ,ODU,CB6.4,10/20/2010,11:04:00,10,,,1,S ,D,S1,CHLA,,13.083,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,63037,BAY541,TWQM,MAIN,VADEQ,ODU,CB6.4,11/16/2010,15:40:00,7,4,4,1,S ,D,S1,CHLA,,3.5244,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,63210,BAY543,TWQM,MAIN,VADEQ,ODU,CB6.4,12/17/2010,12:25:00,9,,,1,S ,D,S1,CHLA,,5.874,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,63508,BAY544,TWQM,MAIN,VADEQ,ODU,CB6.4,1/10/2011,12:22:00,10,8,8,1,S ,D,S1,CHLA,,3.8448,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,67942,BAY546,TWQM,MAIN,VADEQ,ODU,CB6.4,2/9/2011,13:36:00,9,,,1,S ,D,S1,CHLA,,3.9516,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,68404,BAY549,TWQM,MAIN,VADEQ,ODU,CB6.4,3/17/2011,13:01:00,8,,,1,S ,D,S1,CHLA,,2.136,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,68663,BAY550,TWQM,MAIN,VADEQ,ODU,CB6.4,4/12/2011,16:57:00,9,6,6,1,S ,D,S1,CHLA,,15.6195,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,69083,BAY552,TWQM,MAIN,VADEQ,ODU,CB6.4,5/10/2011,16:10:00,10,4,4,1,S ,D,S1,CHLA,,10.5732,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,69352,BAY554,TWQM,MAIN,VADEQ,ODU,CB6.4,6/7/2011,16:20:00,10,,,1,S ,D,S1,CHLA,,11.748,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,74056,BAY555,TWQM,MAIN,VADEQ,ODU,CB6.4,6/29/2011,9:26:00,9,6,7,1,S ,D,S1,CHLA,,10.2528,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,74285,BAY556,TWQM,MAIN,VADEQ,ODU,CB6.4,7/12/2011,16:12:00,8,2,2,1,S ,D,S1,CHLA,,17.266,UG/L,L01 ,ODU,,,,Sample collected approximately 10 minutes before surface pycnocline sample was collected.,37.23653,-76.20799,T3
CB6.4,74736,BAY558,TWQM,MAIN,VADEQ,ODU,CB6.4,8/10/2011,13:06:00,9,3,3,1,S ,D,S1,CHLA,,4.005,UG/L,L01 ,ODU,,,,Sample extracts in freezer when power went out after Hurricane Irene.  Samples surrounded by ice bags.  All frozen samples and ice stayed frozen.  Freezer reached a high temperature of 0 C.,37.23653,-76.20799,T3
CB6.4,56436,BAY575,TWQM,MAIN,VADEQ,ODU,CB6.4,4/19/2012,10:48:00,8,,,1,S ,D,S1,CHLA,,11.4276,UG/L,L01 ,ODU,,,,Samples filtered in laboratory the day after collection.,37.23653,-76.20799,T3
CB6.4,56836,BAY577,TWQM,MAIN,VADEQ,ODU,CB6.4,5/23/2012,13:47:00,7,5,5,1,S ,D,S1,CHLA,,5.4468,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,56902,BAY578,TWQM,MAIN,VADEQ,ODU,CB6.4,6/4/2012,12:52:00,9,,,1,S ,D,S1,CHLA,,7.476,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,57288,BAY579,TWQM,MAIN,VADEQ,ODU,CB6.4,6/28/2012,9:38:00,9,7,7,1,S ,D,S1,CHLA,,5.073,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,100677,BAY504,TWQM,MAIN,VADEQ,ODU,CB6.4,6/2/2009,11:31:00,9,6,6,1,S ,D,S1,CHLA,,4.4055,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,105762,BAY508,TWQM,MAIN,VADEQ,ODU,CB6.4,7/15/2009,16:11:00,9,5,7,1,S ,D,S1,CHLA,,10.98514,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,105946,BAY509,TWQM,MAIN,VADEQ,ODU,CB6.4,7/29/2009,10:09:00,9,3,3,1,S ,D,S1,CHLA,,7.62857,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,106304,BAY510,TWQM,MAIN,VADEQ,ODU,CB6.4,8/12/2009,10:14:00,9,4,4,1,S ,D,S1,CHLA,,5.874,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,106503,BAY511,TWQM,MAIN,VADEQ,ODU,CB6.4,8/25/2009,16:48:00,9,,,1,S ,D,S1,CHLA,,9.00171,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,106913,BAY512,TWQM,MAIN,VADEQ,ODU,CB6.4,9/15/2009,15:44:00,9,,,1,S ,D,S1,CHLA,,8.9445,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,93002,BAY515,TWQM,MAIN,VADEQ,ODU,CB6.4,10/29/2009,10:00:00,10,,,1,S ,D,S1,CHLA,,4.0584,UG/L,L01 ,ODU,,,,Filtered approximately 9 1/2 hours after collection.,37.23653,-76.20799,T3
CB6.4,93544,BAY517,TWQM,MAIN,VADEQ,ODU,CB6.4,11/16/2009,11:53:00,9,,,1,S ,D,S1,CHLA,,10.4664,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,93667,BAY518,TWQM,MAIN,VADEQ,ODU,CB6.4,12/7/2009,12:50:00,9,,,1,S ,D,S1,CHLA,,7.3425,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,93849,BAY520,TWQM,MAIN,VADEQ,ODU,CB6.4,1/13/2010,14:12:00,9,7,7,1,S ,D,S1,CHLA,,18.156,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,94114,BAY522,TWQM,MAIN,VADEQ,ODU,CB6.4,2/9/2010,12:24:00,9,2,2,1,S ,D,S1,CHLA,,11.8815,UG/L,L01 ,ODU,,,,Sample collected approximately 10 minutes before AP was collected.,37.23653,-76.20799,T3
CB6.4,94446,BAY525,TWQM,MAIN,VADEQ,ODU,CB6.4,3/18/2010,13:38:00,9,3,3,1,S ,D,S1,CHLA,,8.3304,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,111649,BAY526,TWQM,MAIN,VADEQ,ODU,CB6.4,4/12/2010,13:37:00,9,6,6,1,S ,D,S1,CHLA,,5.49257,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,112157,BAY528,TWQM,MAIN,VADEQ,ODU,CB6.4,5/14/2010,10:23:00,9,4,6,1,S ,D,S1,CHLA,,14.952,UG/L,L01 ,ODU,,,,Used plastic disposable pipette to transfer sample from centrifuge tube to cuvette; and to mix the acid when added.  SOP specifies glass disposable pipette.,37.23653,-76.20799,T3
CB6.4,112378,BAY530,TWQM,MAIN,VADEQ,ODU,CB6.4,6/4/2010,10:50:00,9,3,3,1,S ,D,S1,CHLA,,6.408,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,75366,BAY561,TWQM,MAIN,VADEQ,ODU,CB6.4,9/22/2011,8:05:00,9,,,1,S ,D,S1,CHLA,,6.0075,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,75470,BAY562,TWQM,MAIN,VADEQ,ODU,CB6.4,10/3/2011,9:32:00,9,,,1,S ,D,S1,CHLA,,5.607,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,75745,BAY563,TWQM,MAIN,VADEQ,ODU,CB6.4,10/18/2011,12:49:00,10,6,6,1,S ,D,S1,CHLA,,16.02,UG/L,L01 ,ODU,,,,The ODU phytoplankton laboratory reported there was a dinoflagellate bloom at the CB6.4 site. There were approximately 110/mL Ceratium furca and 1440/mL Prorocentrum micans from a sample collected at this station.,37.23653,-76.20799,T3
CB6.4,112613,BAY531,TWQM,MAIN,VADEQ,ODU,CB6.4,6/23/2010,15:50:00,8,,,1,S ,D,S1,CHLA,,21.538,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,112979,BAY532,TWQM,MAIN,VADEQ,ODU,CB6.4,7/14/2010,10:46:00,9,,,1,S ,D,S1,CHLA,,10.8135,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,113187,BAY534,TWQM,MAIN,VADEQ,ODU,CB6.4,8/3/2010,14:40:00,8,5,5,1,S ,D,S1,CHLA,,8.544,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,384097,BAY632,TWQM,MAIN,VADEQ,ODU,CB6.4,9/16/2014,15:01:00,10,,,1,S ,D,S1,CHLA,,7.476,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,384098,BAY635,TWQM,MAIN,VADEQ,ODU,CB6.4,10/21/2014,16:46:00,9,3,3,1,S ,D,S1,CHLA,,5.1264,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,384145,BAY637,TWQM,MAIN,VADEQ,ODU,CB6.4,11/25/2014,12:22:00,11,,,1,S ,D,S1,CHLA,,5.607,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,384146,BAY638,TWQM,MAIN,VADEQ,ODU,CB6.4,12/16/2014,15:53:00,10,5,5,1,S ,D,S1,CHLA,,3.4176,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,389690,BAY640,TWQM,MAIN,VADEQ,ODU,CB6.4,1/12/2015,11:53:00,10,8,8,1,S ,D,S1,CHLA,,4.1385,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,389691,BAY642,TWQM,MAIN,VADEQ,ODU,CB6.4,2/9/2015,12:23:00,10,7,7,1,S ,D,S1,CHLA,,3.5244,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,389733,BAY644,TWQM,MAIN,VADEQ,ODU,CB6.4,3/9/2015,12:58:00,9,4,5,1,S ,D,S1,CHLA,,1.2816,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,389734,BAY646,TWQM,MAIN,VADEQ,ODU,CB6.4,4/7/2015,15:29:00,9,,,1,S ,D,S1,CHLA,,2.5632,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,390875,BAY648,TWQM,MAIN,VADEQ,ODU,CB6.4,5/5/2015,15:32:00,9,5,5,1,S ,D,S1,CHLA,,12.282,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,390876,BAY651,TWQM,MAIN,VADEQ,ODU,CB6.4,6/23/2015,16:35:00,9,4,4,1,S ,D,S1,CHLA,,6.942,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,391285,BAY653,TWQM,MAIN,VADEQ,ODU,CB6.4,7/21/2015,16:05:00,10,5,5,1,S ,D,S1,CHLA,,8.544,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,391286,BAY654,TWQM,MAIN,VADEQ,ODU,CB6.4,8/6/2015,7:36:00,9,,,1,S ,D,S1,CHLA,,7.476,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,391287,BAY655,TWQM,MAIN,VADEQ,ODU,CB6.4,8/27/2015,13:11:00,9,,,1,S ,D,S1,CHLA,,9.1848,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393042,BAY659,TWQM,MAIN,VADEQ,ODU,CB6.4,10/21/2015,16:11:00,8,3,3,1,S ,D,S1,CHLA,,4.1652,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393769,BAY604,TWQM,MAIN,VADEQ,ODU,CB6.4,7/16/2013,15:43:00,10,8,8,1,S ,D,S1,CHLA,,8.544,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393771,BAY606,TWQM,MAIN,VADEQ,ODU,CB6.4,8/13/2013,13:13:00,11,3,4,1,S ,D,S1,CHLA,,8.722,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393861,BAY609,TWQM,MAIN,VADEQ,ODU,CB6.4,9/19/2013,15:23:00,10,8,8,1,S ,D,S1,CHLA,,5.073,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393862,BAY611,TWQM,MAIN,VADEQ,ODU,CB6.4,10/22/2013,16:08:00,10,4,4,1,S ,D,S1,CHLA,,8.6508,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393914,BAY612,TWQM,MAIN,VADEQ,ODU,CB6.4,11/11/2013,13:57:00,11,,,1,S ,D,S1,CHLA,,6.6216,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393915,BAY614,TWQM,MAIN,VADEQ,ODU,CB6.4,12/9/2013,15:47:00,11,,,1,S ,D,S1,CHLA,,9.2115,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393957,BAY618,TWQM,MAIN,VADEQ,ODU,CB6.4,2/18/2014,17:11:00,11,,,1,S ,D,S1,CHLA,,4.272,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393989,BAY621,TWQM,MAIN,VADEQ,ODU,CB6.4,3/20/2014,14:29:00,10,4,4,1,S ,D,S1,CHLA,,4.806,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,393990,BAY622,TWQM,MAIN,VADEQ,ODU,CB6.4,4/14/2014,12:24:00,9,5,5,1,S ,D,S1,CHLA,,5.874,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,394049,BAY624,TWQM,MAIN,VADEQ,ODU,CB6.4,5/13/2014,16:07:00,9,3,3,1,S ,D,S1,CHLA,,8.7576,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,394050,BAY626,TWQM,MAIN,VADEQ,ODU,CB6.4,6/4/2014,8:52:00,9,4,4,1,S ,D,S1,CHLA,,7.3692,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,394136,BAY628,TWQM,MAIN,VADEQ,ODU,CB6.4,7/10/2014,8:09:00,9,3,3,1,S ,D,S1,CHLA,,10.324,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,394138,BAY630,TWQM,MAIN,VADEQ,ODU,CB6.4,8/5/2014,16:48:00,8,6,6,1,S ,D,S1,CHLA,,4.272,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,394139,BAY631,TWQM,MAIN,VADEQ,ODU,CB6.4,8/27/2014,15:08:00,10,8,8,1,S ,D,S1,CHLA,,4.5924,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,412898,BAY661,TWQM,MAIN,VADEQ,ODU,CB6.4,11/24/2015,11:42:00,9,,,1,S ,D,S1,CHLA,,4.50933,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,412899,BAY662,TWQM,MAIN,VADEQ,ODU,CB6.4,12/15/2015,11:53:00,10,,,1,S ,D,S1,CHLA,,3.8448,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,416721,BAY664,TWQM,MAIN,VADEQ,ODU,CB6.4,1/11/2016,14:03:00,10,6,6,1,S ,D,S1,CHLA,,5.1264,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,416722,BAY666,TWQM,MAIN,VADEQ,ODU,CB6.4,2/9/2016,12:56:00,10,5,5,1,S ,D,S1,CHLA,,6.141,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420757,BAY668,TWQM,MAIN,VADEQ,ODU,CB6.4,3/14/2016,17:19:00,10,6,7,1,S ,D,S1,CHLA,,9.078,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420758,BAY671,TWQM,MAIN,VADEQ,ODU,CB6.4,4/18/2016,17:19:00,10,7,7,1,S ,D,S1,CHLA,,4.806,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420816,BAY672,TWQM,MAIN,VADEQ,ODU,CB6.4,5/10/2016,12:47:00,9,6,7,1,S ,D,S1,CHLA,,5.7672,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420817,BAY674,TWQM,MAIN,VADEQ,ODU,CB6.4,6/7/2016,15:09:00,9,,,1,S ,D,S1,CHLA,,3.9516,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420818,BAY675,TWQM,MAIN,VADEQ,ODU,CB6.4,6/29/2016,8:37:00,10,7,7,1,S ,D,S1,CHLA,,6.408,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420900,BAY676,TWQM,MAIN,VADEQ,ODU,CB6.4,7/13/2016,8:48:00,9,6,6,1,S ,D,S1,CHLA,,4.9395,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420902,BAY678,TWQM,MAIN,VADEQ,ODU,CB6.4,8/9/2016,16:54:00,9,7,7,1,S ,D,S1,CHLA,,5.34,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,420903,BAY679,TWQM,MAIN,VADEQ,ODU,CB6.4,8/31/2016,10:41:00,10,5,5,1,S ,D,S1,CHLA,,3.44133,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,422697,BAY681,TWQM,MAIN,VADEQ,ODU,CB6.4,9/26/2016,8:48:00,9,,,1,S ,D,S1,CHLA,,4.272,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,422698,BAY683,TWQM,MAIN,VADEQ,ODU,CB6.4,10/19/2016,11:48:00,10,3,3,1,S ,D,S1,CHLA,,5.6604,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,425502,BAY684,TWQM,MAIN,VADEQ,ODU,CB6.4,11/15/2016,12:00:00,10,,,1,S ,D,S1,CHLA,,8.01,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,427482,BAY689,TWQM,MAIN,VADEQ,ODU,CB6.4,1/25/2017,16:09:00,10,6,6,1,S ,D,S1,CHLA,,2.136,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,427483,BAY690,TWQM,MAIN,VADEQ,ODU,CB6.4,2/17/2017,10:14:00,10,,,1,S ,D,S1,CHLA,,2.2428,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,427535,BAY693,TWQM,MAIN,VADEQ,ODU,CB6.4,3/28/2017,8:11:00,10,2,2,1,S ,D,S1,CHLA,,1.602,UG/L,L01 ,ODU,,,,Sample collected approximately 20 minutes before above pycnocline sample collected.,37.23653,-76.20799,T3
CB6.4,427536,BAY694,TWQM,MAIN,VADEQ,ODU,CB6.4,4/11/2017,15:20:00,9,,,1,S ,D,S1,CHLA,,2.7768,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,428494,BAY696,TWQM,MAIN,VADEQ,ODU,CB6.4,5/10/2017,9:00:00,10,,,1,S ,D,S1,CHLA,,4.4856,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,428495,BAY698,TWQM,MAIN,VADEQ,ODU,CB6.4,6/14/2017,13:04:00,9,3,4,1,S ,D,S1,CHLA,,4.1652,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,428496,BAY699,TWQM,MAIN,VADEQ,ODU,CB6.4,6/27/2017,16:40:00,10,,,1,S ,D,S1,CHLA,,15.13,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,428999,BAY700,TWQM,MAIN,VADEQ,ODU,CB6.4,7/13/2017,8:45:00,9,3,3,1,S ,D,S1,CHLA,,8.4372,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,429001,BAY702,TWQM,MAIN,VADEQ,ODU,CB6.4,8/9/2017,7:56:00,9,5,5,1,S ,D,S1,CHLA,,7.3692,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,429002,BAY703,TWQM,MAIN,VADEQ,ODU,CB6.4,8/31/2017,13:06:00,10,4,4,1,S ,D,S1,CHLA,,7.6896,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,429626,BAY705,TWQM,MAIN,VADEQ,ODU,CB6.4,9/20/2017,15:28:00,11,7,7,1,S ,D,S1,CHLA,,8.2236,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,429627,BAY707,TWQM,MAIN,VADEQ,ODU,CB6.4,10/19/2017,15:57:00,9,,,1,S ,D,S1,CHLA,,5.9808,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,429947,BAY708,TWQM,MAIN,VADEQ,ODU,CB6.4,11/16/2017,7:51:00,11,8,8,1,S ,D,S1,CHLA,,4.272,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,444519,BAY713,TWQM,MAIN,VADEQ,ODU,CB6.4,1/16/2018,15:31:00,11,7,7,1,S ,D,S1,CHLA,,3.6312,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,444520,BAY714,TWQM,MAIN,VADEQ,ODU,CB6.4,2/15/2018,14:53:00,9,7,7,1,S ,D,S1,CHLA,,,UG/L,L01 ,ODU,A ,,,Centrifuge tube broke.,37.23653,-76.20799,T3
